Table: Table_1

Flakeberg ;15,25 ;83 ;26 ;2,958 ;26 ;2,223 ;74 ;188 ;;58 ;20 ;;- ;- ;1 ;1 ;237 ;934 ;58 ;39 ;- ;10 ;244 ;463 ;- ;237 ;295 ;- ;1,050 ;- ;300 ;7,900 ;590 ;278 ;
Frümmestad ;19,31 ;;;;;;;;;;;;;- ;;- ;;;;;;;;;- ;;;- ;;- ;;;;;
Hyringa ;16,44 ;49 ;43 ;3,369 ;15 ;2,544 ;10 ;800 ;2 ;;;;;;;- ;210 ;1,247 ;100 ;70 ;17 ;;268 ;400 ;- ;220 ;312 ;- ;948 ;- ;410 ;10,000 ;190 ;400 ;
Levene, en del ;7,88 ;30 ;15 ;2,111 ;25 ;1,400 ;50 ;300 ;;;;;;;;- ;125 ;540 ;30 ;;5 ;10 ;100 ;250 ;- ;315 ;100 ;- ;600 ;- ;100 ;5,000 ;150 ;125 ;
Lengjum ;17,13 ;95 ;12 ;1,670 ;10 8 ;1,370 ;20 ;;;;;;;;;;160 ;532 ;70 ;25 ;;;200 ;320 ;- ;160 ;300 ;- ;;- ;200 ;4,000 ;X 200 ;250 ;
Malma ;14,38 ;83 ;41 ;4,800 ;;2,400 ;18 ;2,000 ;;;;;;;;1 ;160 ;1.240 ;20 ;45 ;;20 ;395 ;320 ;;255 ;70 ;;1,000 ;;115 ;8,000 ;75 ;120 ;
Sparlösa ;22.13 ;115 ;85 ;6,000 ;55 ;3,585 ;130 ;775 ;;;;;;;;;350 ;1,360 ;150 ;;20 ;12 ;200 ;740 ;- ;653 ;500 ;- ;1,500 ;- ;450 ;11,168 ;340 ;425 ;
Tengened ;15.88 ;84 ;;3,695 ;60 ;3,100 ;155 ;380 ;5 ;;;;;;;;300 ;810 ;80 ;60 ;;;300 ;600 ;- ;300 ;300 ;- ;1,125 ;- ;450 ;4,500 ;1,500 ;300 ;
Trökörna ;18.56 ;107 ;90 ;6.581 ;;1,903 ;;4,678 ;;;;;;;;;240 ;600 ;- ;115 ;75 ;10 ;600 ;;- ;263 ;215 ;- ;020 ;- ;100 ;5,875 ;X 230 ;160 ;
Sumina, Wiste härnd ;167,46 ;701 ;395 ;36,302 ;X 230 ;21,201 ;646 ;10,272 ;19 ;430 ;109 ;5 ;;15 ;4 ;3 ;2,002 ;8,279 ;505 ;533 ;117 ;109 ;2,553 ;3,582 ;- ;2,708 ;2,221 ;- ;8,530 ;- ;2,222 ;66,372 ;3,434 ;2,297 ;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gösslunda ;22,63 ;47 ;70 ;3,291 ;40 ;2,200 ;15 ;561 ;;;;;;;;;270 ;1,000 ;200 ;70 ;;10 ;80 ;300 ;;270 ;800 ;- ;800 ;;700 ;8,000 ;X 300 ;700 ;
Ujerp&s med Hora och Wedum ;28,05 ;74 ;83 ;8,804 ;88 ;4,697 ;319 ;2,138 ;;;;;;;;;570 ;1,464 ;251 ;67 ;39 ;7 ;231 ;1,038 ;6 ;513 ;541 ;- ;2,121 ;GO ;244 ;10,467 ;550 ;688 ;
Häggesled ;10.38 ;42 ;24 ;2.143 ;20 ;1,390 ;25 ;708 ;;;;;;;;;135 ;482 ;30 ;18 ;;- ;300 ;282 ;- ;141 ;50 ;- ;550 ;1 ;90 ;4,000 ;175 ;160 ;
Kedum ;11 ;30 ;;1,693 ;;970 ;101 ;253 ;;;;;;;;;130 ;390 ;;;;;130 ;260 ;- ;135 ;132 ;- ;370 ;- ;200 ;2,550 ;;200 ;
Lava ;9,50 ;45 ;34 ;3,247 ;25 ;1,864 ;170 ;436 900 ;;;;;;;;;160 ;612 ;87 ;23 ;;;114 ;236 ;- ;212 ;112 ;- ;508 ;- ;211 ;4,851 ;102 ;157 ;
Levene, del ;9.25 ;71 ;;3,343 ;;2,468 ;30 ;;;;;;;;;;;1,200 ;40 ;40 ;25 ;15 ;150 ;400 ;;448 ;160 ;;800 ;- ;100 ;800 ;200 ;150 ;
Mellby ;16,38 ;56 ;87 ;3,445 ;20 ;1,245 ;20 ;2,160 ;;;;;;;;;300 ;800 ;100 ;30 ;;;120 ;700 ;G ;800 ;360 ;;1,300 ;;500 ;5,300 ;550 ;850 ;
Otterstad med Senäte ;30,38 ;94 ;161 ;8,700 ;25 ;2,700 ;650 ;5,325 ;;;;;;;;;560 ;950 ;235 ;90 ;50 ;;100 ;230 ;;530 ;1,000 ;;1.600 ;;850 ;7,700 ;;860 ;
Rackeby ;22 ;47 ;51 ;3,401 ;37 ;2,057 ;97 ;974 ;;;;;;;;;229 ;608 ;73 ;170 ;32 ;;51 ;677 ;;218 ;742 ;- ;639 ;;865 ;8,810 ;202 ;441 ;
Râda ;20.13 ;;;4,815 ;34 ;2.207 ;186 ;2,388 ;;;;;;;;;270 ;880 ;47 ;43 ;3 ;;170 ;490 ;;294 ;460 ;===== ;1,103 ;76 ;520 ;6,302 ;240 ;210 ;
Skalunda Sladene ;10,63 16.50 ;83 ;;2,594 4,380 ;18 ;1,924 2,500 ;65 ;1,806 ;;;;;;;;;;680 ;150 ;150 ;;10 ;330 ;500 ;- - ;300 ;300 500 ;- - ;378 1,500 ;-- - ;501 200 ;2,205 6,000 ;150 200 ;325 GOO ;
Strö ;12,81 ;;;4,236 ;26 ;962 ;190 ;1,598 ;;;;;;;;;180 ;295 ;137 ;43 ;;;;145 ;;140 ;400 ;- ;550 ;- ;400 ;1,900 ;250 ;300 ;
Sunnersberg ;28,88 ;160 ;;5,489 ;13 ;2,575 ;130 ;2,770 ;;;;;;;;;;790 ;160 ;60 ;;;220 ;770 ;;2G6 ;230 ;;600 ;- ;430 ;2,230 ;250 ;250 ;
Söne ;15,25 ;54 ;;2,011 ;18 ;1,508 ;286 ;229 ;;;;;;;;;186 ;656 ;97 ;-27 ;;;136 ;244 ;- ;180 ;440 ;;700 ;;945 ;4,520 ;;550 ;
Tranum ;15,13 ;60 ;29 ;3,471 ;36 ;1,912 ;113 ;598 ;;;;;;;;;;673 ;116 ;19 ;;;157 ;452 ;;;176 ;;869 ;;341 ;5,594 ;233 ;370 ;
T&dened ;9,25 ;15 ;;2,142 ;;916 ;34 ;839 ;;;;;;;;;;390 ;;;;;;220 ;;;;;391 ;;;2,759 ;50 ;120 ;
Ufvered ;16.25 ;;;3,200 ;20 ;2,930 ;240 ;;;;;;;;;;;150 ;70 ;;;;430 ;726 ;;;;;800 ;;;10,000 ;200 ;200 ;
Wäla med Gillstad ;16,76 ;;;5,744 ;;2,073 ;51 ;3,596 ;;;;;;;;;;;;;;;111 ;603 ;;;190 ;;1.008 ;;364 ;6,300 ;- ;95 ;
Asaka ;;;;2,225 ;;1,830 ;;330 ;;;;;;;;;;623 ;;;;;300 ;350 ;;;;;1,000 ;- ;160 ;6,700 ;;100 ;
Orslösa ;19.75 ;;;4,065 ;229 ;2,000 ;120 ;1,700 ;;;;;;;;;;;;;;;;;;;;;759 ;;400 ;4,000 ;400 ;560 ;
Summa, Källands härad ;357,41 ;1,248 ;1,049 ;81,969 ;750 ;42,428 ;2,909 ;29,324 ;104 ;623 ;146 ;22 ;199 ;230 ;76 ;6 ;4,754 ;14,501 ;1,826 ;1,000 ;287 ;79 ;3,164 ;8,623 ;12 ;5,225 ;7,334 ;;18,339 ;137 ;8,321 ;105,988 ;4,052 ;7,386 ;
Eling ;10,06 ;47 ;17 ;2,308 ;;690 ;400 ;190 ;;;;;;;;;;485 ;;45 ;;5 ;25 ;43 ;- ;85 ;32 ;;548 ;20 ;;4,347 ;787 ;20 ;
Essunga ;22,69 ;171 ;;10,465 ;16 ;2,620 ;140 ;;;;;;;;;;;1,465 ;13 ;163 ;20 ;;95 ;250 ;;235 ;;5 ;1,135 ;20 ;;12,000 ;250 ;40 ;
Foglum ;11 ;77 ;;8,405 ;27 ;1,099 ;690 ;;;;;;;;;;;710 ;;80 ;;15 ;;37 ;- ;122 ;60 ;;528 ;- ;210 ;7,920 ;135 ;20 ;
Hellum ;7,50 ;;;2,204 ;35 ;1,870 ;180 ;120 ;;;;;;;;;;600 ;90 ;20 ;;8 ;340 ;300 ;- ;330 ;150 ;15 ;825 ;;420 ;4,200 ;490 ;200 ;
Kjedum ;13,56 ;144 ;50 ;5,346 ;40 ;2,480 ;350 ;2,476 ;;;;;;;;;;874 ;70 ;;;10 ;295 ;591 ;- ;30G ;140 ;;1,200 ;20 ;160 ;8,100 ;200 ;132 ;
Lekisa ;11,50 ;;;2,516 ;25 ;1,012 ;222 ;153 ;;;;;;;;;;720 ;25 7 ;32 ;;;10 ;126 ;- ;104 ;25 ;2 ;620 ;10 ;240 ;4,230 ;400 ;42 ;
Levene, del ;;17 ;;900 ;;700 ;20 ;20 ;;;;;;;;;;300 ;;28 ;'11 ;;;189 ;;120 ;;- ;300 ;;;2,500 ;50 ;20 ;
Long ;16 ;43 ;;8,251 ;;2,965 ;200 ;;;;;;;;;;;1,200 ;150 ;80 ;;;500 ;600 ;;249 ;265 ;;1,050 ;- ;500 ;9,000 ;100 ;150 ;
Naum ;13,19 ;90 ;;5,651 ;34 ;2,220 ;620 ;334 ;;;;;;;;;;969 ;20 ;84 ;;;110 ;395 ;- ;330 ;;15 ;1,352 ;19 ;105 ;8,645 ;348 ;93 ;
Ryda med Halfâs ;25,38 ;130 ;;5,150 ;100 ;3,635 ;55 ;1,360 ;;;;;;;;;;1,230 ;270 ;80 ;25 ;15 ;280 ;725 ;- ;700 ;270 ;15 ;1,500 ;25 ;250 ;10,500 ;330 ;400 ;
Sandbäck eller Kyrkîs ;;;;2,450 ;;495 ;150 ;600 ;;;;;;;;;;210 ;;25 ;;;16 ;70 ;- ;80 ;;2 ;390 ;18 ;16 ;1,660 ;20 ;;
Skarstad ;18,38 ;153 ;17 ;3.763 ;76 ;3,600 ;75 ;;;;;;;;;;;1.200 ;275 ;70 ;1 ;;1,560 ;200 ;- ;250 ;225 ;- ;975 ;- ;200 ;7,500 ;150 ;550 ;
Wara ;10.75 ;;;2,400 ;;2,329 ;50 ;;;;;;;;;;;1.000 ;100 ;30 ;;;125 ;350 ;- ;450 ;200 ;- ;1,000 ;- ;150 ;7,000 ;600 ;100 ;
\saka ;14,57 ;130 ;;3.568 ;24 ;1,861 ;646 ;200 ;;;;;;;;;;720 ;10 ;50 ;;;;150 ;- ;270 ;25 ;;600 ;;125 ;6,000 ;620 ;75 ;
Onum ;11.25 ;75 ;55 ;4.115 ;22 ;3,442 ;143 ;508 ;;;;;;;;;232 ;1,550 ;75 ;100 ;3 ;;800 ;610 ;- ;232 ;92 ;10 ;1,300 ;20 ;300 ;8,700 ;450 ;100 ;
Sumina, Barne härad ;196,83 ;1,229 ;505 ;57,522 ;431 ;30,551 ;3,911 ;6,692 ;126 ;913 ;176 ;12 ;76 ;422 ;60 ;12 ;2,892 ;13,233 ;1,116 ;970 ;83 ;125 ;4,156 ;4,636 ;- ;3,806 ;1,584 ;64 ;13,323 ;152 ;2,659 ;102,302 ;4,930 ;1,942 ;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Broby ;7,50 ;18 ;;935 ;, ;885 ;45 ;3 ;;;;;;2 ;;;124 ;337 ;5 ;7 ;;;50 ;285 ;- ;123 ;106 ;- ;522 ;- ;36 ;3,850 ;;2G ;
Hangelösa ;16,50 ;53 ;53 ;5,116 ;- ;2,824 ;372 ;1,920 ;;;;4 ;;- ;;;400 ;860 ;- ;100 ;40 ;16 ;284 ;700 ;;400 ;157 ;;1,732 ;- ;315 ;6,300 ;315 ;189 ;
Unsslösa ;12.25 ;;;;;;;;;;;;;;;;;;- ;;;;;;- ;;;- ;;- ;;;;;
IInsaby ;23,75 ;32 ;;4,488 ;;1,800 ;100 ;300 ;;;;;;;;;258 ;390 ;35 ;, 50 ;50 ;;2GO ;520 ;;258 ;280 ;;1,000 ;;500 ;2,000 ;300 ;180 ;
Hofby ;12.38 ;47 ;37 ;2,800 ;24 ;2,651 ;35 ;130 ;;18 ;20 ;;;;3 ;;300 ;900 ;50 ;42 ;25 ;;330 ;700 ;6 ;290 ;810 ;33 ;630 ;33 ;310 ;8,500 ;155 ;125 ;





