Table: Table_1

Vedum ;13.81 ;33 ;57 ;4.074 ;27 ;2.786 ;262 ;999 ;;;;;;;;;423 ;737 ;26 ;19 ;3 ;2 ;393 ;786 ;- ;393 ;174 ;;1.880 ;- ;;6,633 ;;80 ;
Vesterplana ;10,50 ;26 ;12 ;1,410 ;2 ;1,087 ;;313 ;;;;;;;;;140 ;290 ;12 ;43 ;10 ;5 ;85 ;390 ;- ;112 ;75 ;;650 ;;520 ;500 ;750 ;95 ;
Vättlösa ;16.31 ;75 ;42 ;4,200 ;40 ;1,500 ;100 ;2,560 ;;;;;;;;;220 ;400 ;25 ;30 ;15 ;10 ;180 ;400 ;- ;220 ;300 ;;960 ;- ;60 ;3,000 ;;90 ;
Österplana ;17.88 ;36 ;75 ;4,513 ;30 ;1,000 ;165 ;1.000 ;20 ;;;;;;;;130 ;250 ;20 ;50 ;50 ;;10 ;350 ;5 ;130 ;63 ;;500 ;;300 ;950 ;750 ;65 ;
Kinne härad ;198,49 ;733 ;865 ;59,179 ;313 ;23,541 ;2,490 ;25,239 ;61 ;231 ;177 ;;;;44 ;1 ;3,847 ;7,047 ;463 ;1,001 ;386 ;78 ;2.995 ;6,796 ;5 ;3.466 ;2.650 ;X 95 ;14.529 ;30 ;3,344 ;50,921 ;3,710 ;1,434 ;
Edsvära ;30 ;98 ;125 ;12,161 ;;5,450 ;191 ;6,493 ;;;;;;;;;880 ;1,500 ;40 ;205 ;10 ;10 ;2,000 ;15 ;;;346 ;;2,457 ;126 ;409 ;11,844 ;X 2,835 ;945 ;
Fyrunga ;9,75 ;62 ;27 ;2,751 ;14 ;2,402 ;;154 ;;;;;;;;;;1,045 ;136 ;;;;;470 ;;;;;1,111 ;;150 ;5,290 ;;200 ;
Gerum ;13,88 ;19 ;51 ;2,679 ;26 ;1,588 ;215 ;810 ;;;;;;;;;;586 ;13 ;;;;;466 ;;;;;;;;5.100 ;;;
Händene ;12 ;55 ;46 ;4,500 ;44 ;1,668 ;288 ;2,500 ;;;;;;;;;;462 ;;;;;556 ;;;;;;1.751 ;;;4,345 ;;;
Härlunda ;17,81 ;152 ;153 ;5.691 ;22 ;824 ;707 ;4,130 ;;;;;;;;;;270 ;;160 ;;;;G5 ;;;;;812 ;;;3.095 ;;;
Härjevad ;8.38 ;32 ;24 ;1,824 ;16 ;1,772 ;36 ;- ;;;;;;;;;;693 ;45 ;;;;;318 ;;;200 ;;1.000 ;;;3.690 ;;;
Jung ;16,69 ;79 ;19 ;3,101 ;24 ;3,067 ;10 ;;;;;;;;;;;975 ;80 ;;;;;770 ;;;400 ;;2,000 ;X ;;9,500 ;;;
Marum ;10,28 ;10 ;;2,526 ;;1,005 ;141 ;1,373 ;;;;;;;;;;420 ;10 ;;;;;323 ;;;;;700 ;;;2,400 ;;;
Qvänum ;20 ;68 ;51 ;5,628 ;150 ;5.078 ;150 ;250 ;;;;;;;;;;2,153 ;115 ;;;;700 ;1.250 ;;700 ;300 ;;1,700 ;;;16,104 ;;;
Saleby ;36.38 ;203 ;33 ;8,872 ;40 ;8,700 ;90 ;88 ;;;;;;;;;1,078 ;2,896 ;225 ;100 ;;;600 ;2.634 ;;1.078 ;1.200 ;;4.000 ;;;16.050 ;;1,000 ;
Skara landsförsamling ;11,75 ;30 ;34 ;2.250 ;20 ;1.080 ;150 ;1,000 ;;;;;;;;;180 ;330 ;10 ;;;2 ;;360 ;;180 ;75 ;;1,058 ;;;2.016 ;;;
Skallmeja och mtl af Gerum ;17,25 ;67 ;32 ;3.363 ;95 ;2,938 ;200 ;18 ;;;;;;;;;;850 ;200 ;;;;240 ;460 ;- ;360 ;620 ;;SGO ;;;5,500 ;100 ;300 ;
Synnerby ;19 ;87 ;129 ;5.600 ;42 ;3,968 ;92 ;1,400 ;38 ;;;;;;;;;1,537 ;24 ;;;;583 ;884 ;;442 ;370 ;;1,840 ;;;10,635 ;;90 ;
Travad ;9,75 ;43 ;;1,920 ;13 ;1,709 ;17 ;133 ;;;;;;;;;;450 ;;;;;;525 ;;124 ;;;405 ;;;4,045 ;;;
Trässberg ;18,38 ;57 ;;4.500 ;38 ;2.650 ;25 ;58 ;;;;;;;;;250 ;1.300 ;45 ;;;;220 ;473 ;;250 ;;;900 ;;;7,000 ;;240 ;
Vinköl ;22,56 ;103 ;38 ;7.379 ;20 ;4,109 ;250 ;3,000 ;;;;;;;;;;2,496 ;;200 ;;;150 ;451 ;;300 ;252 ;;1,827 ;;;15,304 ;;113 ;
Yânga ;54,75 ;129 ;102 ;15,000 ;30 ;9.000 ;570 ;5,400 ;;;;;;;;4 ;1,000 ;3,000 ;;250 ;;;1,000 ;2,650 ;;1,000 ;500 ;;4,500 ;;1,000 ;15,000 ;5,000 ;150 ;
Asaka ;24,88 ;78 ;;5.615 ;18 ;2.865 ;1.500 ;1,232 ;;;;;;;;;495 ;1.009 ;;120 ;;;100 ;595 ;;495 ;175 ;;2.500 ;;175 ;12.075 ;108 ;144 ;
Ottum ;14,38 ;69 ;24 ;4,027 ;16 ;3,003 ;10 ;996 ;15 ;44 ;20 ;;;6 ;2 ;1 ;200 ;1,300 ;;130 ;46 ;;270 ;485 ;;223 ;400 ;;638 ;;84 ;10,070 ;1.500 ;130 ;
Skänlngs harad ;367,s7 ;1,441 ;1,046 ;99,387 ;662 ;62,878 ;4,650 ;28,955 ;178 ;681 ;343 ;31 ;219 ;409 ;181 ;21 ;7,323 ;23,272 ;1,461 ;1,591 ;281 ;97 ;7,882 ;13,194 ;16 ;7,521 ;5,525 ;80 ;30,852 ;297 ;4,757 ;159,063 ;12,444 ;4.359 ;
Bitterna, Vester- ;3.50 ;17 ;36 ;2,807 ;6 ;1.198 ;105 ;25 ;;26 ;;;;;3 ;- ;54 ;670 ;;109 ;5 ;7 ;13 ;21 ;18 ;42 ;10 ;;360 ;8 ;70 ;4,306 ;76 ;8 ;
Bitterna, Oster- ;16,81 ;;48 ;2.550 ;;1.055 ;481 ;;;;;;;;;;;741 ;;35 ;;;25 ;85 ;;;;;479 ;;;4,843 ;225 ;15 ;
Larf ;;200 ;65 ;7.050 ;6 ;4.000 ;200 ;1.100 ;55 ;150 ;;;;;;- ;300 ;2,500 ;20 ;200 ;10 ;10 ;200 ;400 ;;360 ;252 ;60 ;1,300 ;160 ;160 ;18,900 ;320 ;130 ;
Längjum med Vessby ;24,38 ;100 ;34 ;3,850 ;25 ;3,600 ;100 ;100 ;;;;;;;;;600 ;600 ;10 ;200 ;10 ;10 ;700 ;770 ;;700 ;360 ;30 ;1.300 ;60 ;450 ;6,900 ;900 ;180 ;
Lundby ;15,50 ;60 ;46 ;3.200 ;5 ;2,290 ;100 ;15 ;;60 ;;;;;;;120 ;1,415 ;15 ;200 ;10 ;4 ;96 ;310 ;;120 ;96 ;8 ;1,600 ;40 ;300 ;12,400 ;700 ;60 ;
Travad ;8.81 ;70 ;;1,920 ;14 ;1.869 ;17 ;20 ;2 ;;;;;;;;75 ;630 ;8 ;20 ;2 ;;410 ;550 ;20 ;208 ;40 ;;440 ;10 ;30 ;6,000 ;184 ;50 ;
Vedum ;19.88 ;120 ;62 ;3,000 ;10 ;2,325 ;40 ;625 ;;100 ;10 ;1 ;;9 ;;;90 ;2,000 ;- ;100 ;- ;10 ;25 ;50 ;- ;50 ;- ;;100 ;-- ;- ;1.000 ;- ;- ;
Laske harad ;135,88 ;662 ;300 ;24,377 ;74 ;16,337 ;1.043 ;1,893 ;77 ;524 ;150 ;3 ;10 ;38 ;8 ;- ;1.317 ;8,556 ;62 ;864 ;38 ;48 ;1,469 ;2,186 ;38 ;1,558 ;770 ;105 ;5,579 ;281 ;1,060 ;54,349 ;2,405 ;443 ;
Floby ;27,94 ;75 ;40 ;4.200 ;10 ;910 ;1,060 ;50 ;;53 ;4 ;;;18 ;;- ;90 ;517 ;15 ;80 ;5 ;3 ;20 ;90 ;- ;90 ;;;550 ;- ;630 ;4.360 ;;56 ;
Gökhem ;34,63 ;112 ;30 ;5,300 ;10 ;1,800 ;210 ;;;60 ;46 ;15 ;;;10 ;;245 ;3,280 ;16 ;110 ;12 ;3 ;8 ;100 ;1 ;245 ;44 ;13 ;1,512 ;13 ;1,575 ;13,230 ;;63 ;
Göteve ;16,13 ;80 ;29 ;4,372 ;15 ;600 ;1,010 ;30 ;69 ;;;;;;;;10 ;20 ;20 ;30 ;5 ;;10 ;5 ;- ;10 ;- ;- ;700 ;- ;350 ;3.500 ;;;
Jäla ;22,63 ;90 ;45 ;;;446 ;;;23 ;28 ;;;55 ;21 ;;;50 ;230 ;11 ;85 ;- ;10 ;;- ;- ;60 ;- ;;3.154 ;- ;230 ;2,173 ;138 ;30 ;
Klefva ;26,25 ;89 ;37 ;5,580 ;10 ;1,270 ;2,400 ;1,500 ;25 ;68 ;;1 ;;;;;226 ;638 ;26 ;84 ;1 ;1 ;30 ;90 ;- ;200 ;30 ;20 ;1,300 ;- ;900 ;7,200 ;600 ;100 ;
Marka ;19,13 ;41 ;34 ;;- ;;800 ;50 ;;;;;;- ;- ;;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;;378 ;- ;504 ;2.052 ;126 ;5 ;
Sörby ;15,88 ;44 ;13 ;;- ;;;;;;;;;;;- ;- ;;- ;- ;- ;- ;;;- ;;- ;;500 ;- ;300 ;3,000 ;40 ;10 ;
Trevattna ;18,44 ;47 ;26 ;4.700 ;13 ;660 ;2,000 ;500 ;5 ;37 ;2 ;;19 ;12 ;- ;;105 ;350 ;2 ;33 ;2 ;2 ;10 ;30 ;- ;60 ;;5 ;666 ;5 ;80 ;3,300 2,000 ;130 ;;
Ullene ;12.13 ;55 ;27 ;1.000 ;2 ;360 ;400 ;;;;;;;- ;;- ;- ;- ;- ;- ;- ;;;;- ;;8 ;;400 ;- ;;;22 ;20 ;
Vilske härad ;193,16 ;633 ;281 ;25,152 ;60 ;6,046 ;7,880 ;2,130 ;131 ;249 ;57 ;16 ;80 ;59 ;10 ;- ;726 ;5,035 ;X 90 ;422 ;25 ;19 ;78 ;315 ;1 ;665 ;88 ;38 ;9,160 ;18 ;4,649 ;40,815 ;1.763 ;284 ;
Bierka ;19.63 ;45 ;40 ;5,528 ;16 ;1,525 ;970 ;2,200 ;- ;- ;2 ;2 ;6 ;30 ;- ;- ;188 ;460 ;;226 ;- ;5 ;- ;280 ;- ;250 ;- ;- ;920 ;- ;- ;3.780 ;- ;;
Bjurum och M&rby ;15,13 ;36 ;40 ;6,000 ;12 ;2,000 ;1,200 ;600 ;;;;;;;;- ;350 ;460 ;40 ;300 ;- ;;300 ;300 ;- ;250 ;- ;;1.575 ;- ;63 403 ;3.150 ;;126 ;
Borgunda ;33 ;77 ;42 ;3,100 ;16 ;2,102 ;320 ;660 ;20 ;60 ;17 ;;42 ;60 ;17 ;;320 ;620 ;23 ;120 ;- ;1 ;100 ;600 ;;320 ;;;1,600 ;- ;;4,428 ;512 ;92 ;





