Table: Table_1

Slöta med Faleqvarna ;45,88 ;;;;;3,158 ;1,225 ;90 ;32 ;;;;;;;;265 ;1.500 ;;;;;;;;;;;1,716 ;;1,200 ;19,200 ;;120 ;
Suntak ;9,63 ;;;;;1,154 ;172 ;960 ;;;;;;;;;140 ;;;;;;;;;;;;;;;8,000 ;;10 ;
Tiarp ;11,75 ;;;;;1,000 ;300 ;190 ;;;;;;;;;;;;;;;;;;;;;;;200 ;3,600 ;;200 ;
Utvängstorp ;7,44 ;;;;;;;;;;;;;;;;;;;100 ;;;;;;;;;;;;1,200 ;;;
Velinge ;19,72 ;;;;;1,590 ;1,390 ;6.396 ;13 ;;;;;;;;;;;;;;;;;;;;2,136 ;;;5,060 ;;;
Visttorp ;11,50 ;;;;20 ;860 ;540 ;800 ;;;;;;;;;;;;;;;;;;;3 ;;;;;3,500 ;100 ;10 ;
Vättak ;9,50 ;;;;;741 ;725 ;1,074 ;;;;;;;;;;;;;;;;;;;;;;;;3,000 ;;6 ;
Yllestad ;21,56 ;;;;;1.000 ;600 ;750 ;28 ;;;;;;;;;;;;;;;;;;;;;;;3,500 ;;;
Asaka ;23,50 ;;;;;1,400 ;20 ;100 ;;;;;;;;;;;;;;;;145 ;;;;;;;;7,000 ;;;
Asle ;30,18 ;;;;;1,458 ;258 ;318 ;10 ;70 ;;;6 ;;;;;;;140 ;;;;;;;4 ;;;;;5,610 ;;16 ;
Summa Vartofta härad ;741,56 ;2,492 ;1,749 ;;590 ;61,385 ;39,009 ;68,569 ;215 ;1,154 ;283 ;35 ;168 ;450 ;202 ;11 ;9,541 ;27,459 ;704 ;5,732 ;449 ;171 ;2,948 ;9,540 ;41 ;9,347 ;1,538 ;240 ;49,051 ;1,207 ;7,591 ;215,506 ;4,476 ;1,436 ;
Brismene ;12,50 ;;;;6 ;575 ;600 ;;- ;- ;- ;;- ;- ;- ;- ;5 ;8 ;7 ;10 ;;;- ;;- ;7 ;;;210 ;- ;80 ;2,060 ;;;
Börstig ;13,88 ;;;;;425 ;1,240 ;800 ;;;- ;;;;;;40 ;240 ;;60 ;4 ;2 ;- ;95 ;- ;35 ;;30 ;260 ;40 ;60 ;2,100 ;;;
Grolanda ;19 ;;;;10 ;650 ;460 ;20 ;8 ;38 ;;;29. ;55 ;;- ;60 ;370 ;15 ;80 ;10 ;;;80 ;;60 ;- ;- ;450 ;150 ;250 ;3,500 ;180 ;30 ;
Kinneved ;30,75 ;;;;6 ;1,150 ;1,570 ;10 ;8 ;71 ;4 ;- ;30 ;79 ;3 ;- ;135 ;726 ;2 ;73 ;8 ;4 ;- ;50 ;- ;152 ;- ;;850 ;;310 ;8,510 ;;10 ;
Smula ;7,68 ;;;;;137 ;334 ;8 ;;10 ;;- ;;;- ;;;;- ;;;;- ;;- ;;;- ;100 ;- ;60 ;600 ;25 ;;
y&rkumla ;18.25 ;30 ;;;;411 ;489 ;10 ;;;;- ;- ;;- ;- ;;252 ;;66 ;;;;;- ;48 ;;;239 ;;110 ;1,474 ;;14 ;
Asarp ;4,50 ;12 ;;;;100 ;68 ;8 ;;10 ;- ;- ;- ;4 ;- ;- ;;6 ;1 ;;2 ;8 ;4 ;;- ;15 ;- ;;280 ;8 ;180 ;2,160 ;30 ;36 ;
Summa Frökinds härad ;106,51 ;350 ;125 ;;32 ;3,448 ;4,761 ;856 ;16 ;129 ;4 ;- ;52 ;138 ;7 ;- ;280 ;1,602 ;26 ;291 ;26 ;21 ;4 ;162 ;- ;317 ;- ;30 ;2,389 ;198 ;1,050 ;20,404 ;360 ;108 ;
Amnehärad ;32,19 ;308 ;185 ;;15 ;2,700 ;3,660 ;13,000 ;46 ;262 ;- ;- ;- ;24 ;- ;;540 ;740 ;;;;;30 ;805 ;- ;450 ;100 ;;2,130 ;- ;40 ;5.800 ;;50 ;
Beateberg ;17,50 ;52 ;58 ;;;2.283 ;834 ;3,150 ;;19 ;;;18 ;6 ;- ;;460 ;650 ;;100 ;;;610 ;;- ;350 ;300 ;;2,460 ;;;5,850 ;;115 ;
Berg. ;34,44 ;100 ;61 ;;52 ;1.810 ;1.120 ;2,388 ;45 ;78 ;12 ;;24 ;;;;327 ;600 ;;;;;100 ;400 ;- ;;150 ;;1,950 ;- ;500 ;4,000 ;100 ;;
Bellefors Binneberg ;20,25 5,50 ;54 ;51 ;;6 ;1.440 350 ;200 ;4,420 200 ;3 ;17 ;;;2 ;12 6 ;30 ;;180 ;;;;;;1,708 ;434 ;- ;185 ;250 105 ;;600 360 ;- ;;2,200 ;- ;180 ;
Björkäng ;18 ;140 ;;;;2,810 ;140 ;2.000 ;;;;;;;;;;;;;;;400 ;800 ;10 ;400 ;600 ;;1,500 ;- ;;900 ;;60 ;
Björsäter ;28,88 ;100 ;105 ;;;2,622 ;30 ;2,850 ;;;;;6 ;12 ;10 ;;370 ;;;;;;156 ;725 ;;370 ;470 ;;1,350 ;;200 ;4,700 5,600 ;;500 90 ;
Back ;14,50 ;30 ;;;;2,610 ;90 ;1,300 ;;;;;;;2 ;;;;;;;;343 ;760 ;4 ;370 ;550 ;;910 ;- - ;;4,175 ;;120 ;
Böja ;8,75 ;;;;;745 ;40 ;259 ;;;;;;;;;;;;;;;;150 ;;100 ;113 ;;517 ;- ;;1,675 ;;81 ;
Karlsborg ;;12 ;;;;10 ;;900 2.300 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ek ;11 ;39 ;;;;1.630 1,927 ;10 ;1.304 ;;;;;;;;;;;;;;;;460 ;;;;;1.130 ;;105 ;3,500 ;;;
Ekby ;21,88 ;;;;;;223 ;;;;;;;;;;;;;;;;;;;;;;1,210 ;;12 ;4,300 ;;450 ;
Ekeskog ;15,13 ;;;;;2,265 ;30 ;1,900 ;;;;;;;;;;;;;;;;;;;;;1,500 ;;;4,800 ;;;
Elgar&s ;19.81 ;103 ;;;;2,082 ;;;100 ;;;;;;;;;;;;;;;;;;;;230 ;10 ;;600 ;;;
Flistad ;18,75 ;;;;;1,400 ;500 ;175 ;;;;;;;;;;;;;;;;;;;;;743 ;;;2,500 ;;470 ;
Finnerödja ;24,96 ;209 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fägre ;36,81 ;151 ;;;;;;3,230 ;;;;;;;;;;;;;;;;;;1,250 ;2,500 ;;1,800 8,350 ;30 - ;60 ;5,000 12,000 ;;;
Fredeberg ;42,69 ;;;;;;;3,400 ;;;;;;;;;;;;;;;;;;;;;2.730 ;- ;30 ;9,235 ;;;
Frösve ;13,69 ;;;;;;;1,513 ;;;;;;;;;;;;;;;;;;;;;2,059 ;;200 ;7.200 ;;140 ;
Götlunda ;27,75 ;136 ;;;;4,000 ;100 ;1,275 ;;;;;;;;;;;;;;;;;;;1.000 ;;2,400 ;;;13,600 ;;1.100 ;
Halna ;7,50 ;;;;;;140 ;2,494 ;;;;;;;;;;;;;;;;;;;130 ;;1.010 ;;;3,010 ;;;
Hjälstad ;17,25 ;;;;;;300 ;460 ;;;;;;;;;;;;;;;;;;;;;755 ;;;2,035 ;;;
Hasle, Berga och Färed. ;66,15 ;133 ;;;;;;12,160 ;;;;;;;;;;;;;;;;;;1.187 ;1.050 ;;4,300 ;;;18,300 ;;;
Hofva och Fagerlid ;56,13 ;338 ;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;4,300 ;100 ;120 ;9.400 ;;;
Horn ;18,88 ;;;;;;;;;;;;;;;;;;;;;;;;;;270 ;;900 ;20 ;140 ;2.500 ;;;
Leksberg ;17,75 ;;;;;;;2.400 ;;;;;;;;;;;;;;;;;;;300 ;;900 ;;20 ;3,895 ;;;
Lyrestad ;43,75 ;250 ;;;;;730 ;4,740 ;;;;;;;;;;1,320 ;;;;;;;;;324 ;;2,910 ;;50 ;11.844 ;;318 ;
Locketorp ;16,50 ;;;;;1.780 ;;3,444 ;;;;;;;;;;;;;;;;;;;300 ;30 ;1,300 ;;20 ;3,860 ;;210 ;
Lerdala ;16,44 ;;;;;1,820 ;;1.989 ;;;;;;;;;;;;;;;;;;;300 ;;1,000 ;;240 ;2,270 ;100 ;;
Listad ;;;;;;;840 ;549 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11,44 ;;;;;;;;;;;;;;;;;;;;;;;;;125 ;210 ;;1.175 ;20 ;210 ;2,820 ;;;
Mo ;11,25 ;;;;;1,260 ;;526 ;;;;;;;;;;;;;;;;;;;262 ;;530 ;;30 ;1,600 ;;;
Mölltorp ;21.13 ;119 ;;;;2,708 ;;;;;;;;;;;;;;190 ;;;;;;;;;1.300 ;45 ;;5,800 ;;;
Odensäker ;23.65 ;;;;;1.507 ;190 ;341 ;;;;;;;;;;;;;;;;;;;150 ;;1,141 ;;65 ;3,025 ;;144 ;
Ransberg ;31,56 ;305 ;142 ;;;4,000 ;900 ;4,000 ;;;;;;;;;;1,850 ;50 ;150 ;;100 ;X ;;;200 ;8 ;;400 ;20 ;;1,000 ;;10 ;





